id	col1	col2	random
2962	row2962_col1	row2962_col2	1414
2963	row2963_col1	row2963_col2	5278
2964	row2964_col1	row2964_col2	4381
2965	row2965_col1	row2965_col2	853
2966	row2966_col1	row2966_col2	4258
2967	row2967_col1	row2967_col2	8186
2968	row2968_col1	row2968_col2	7765
2969	row2969_col1	row2969_col2	7807
2970	row2970_col1	row2970_col2	1956
2971	row2971_col1	row2971_col2	187
2972	row2972_col1	row2972_col2	7381
2973	row2973_col1	row2973_col2	3346
2974	row2974_col1	row2974_col2	1151
2975	row2975_col1	row2975_col2	3154
2976	row2976_col1	row2976_col2	9086
2977	row2977_col1	row2977_col2	6744
2978	row2978_col1	row2978_col2	112
2979	row2979_col1	row2979_col2	8832
2980	row2980_col1	row2980_col2	8557
2981	row2981_col1	row2981_col2	3769
2982	row2982_col1	row2982_col2	3156
2983	row2983_col1	row2983_col2	7821
2984	row2984_col1	row2984_col2	1289
2985	row2985_col1	row2985_col2	4201
2986	row2986_col1	row2986_col2	8213
2987	row2987_col1	row2987_col2	4393
2988	row2988_col1	row2988_col2	1186
2989	row2989_col1	row2989_col2	8999
2990	row2990_col1	row2990_col2	5373
2991	row2991_col1	row2991_col2	2674
2992	row2992_col1	row2992_col2	4477
2993	row2993_col1	row2993_col2	8289
2994	row2994_col1	row2994_col2	452
2995	row2995_col1	row2995_col2	5942
2996	row2996_col1	row2996_col2	506
2997	row2997_col1	row2997_col2	4970
2998	row2998_col1	row2998_col2	7203
2999	row2999_col1	row2999_col2	6310
3000	row3000_col1	row3000_col2	3876
3001	row3001_col1	row3001_col2	8095
3002	row3002_col1	row3002_col2	6448
3003	row3003_col1	row3003_col2	1275
3004	row3004_col1	row3004_col2	5250
3005	row3005_col1	row3005_col2	5912
3006	row3006_col1	row3006_col2	8476
3007	row3007_col1	row3007_col2	6939
3008	row3008_col1	row3008_col2	3654
3009	row3009_col1	row3009_col2	7280
3010	row3010_col1	row3010_col2	8671
3011	row3011_col1	row3011_col2	4804
3012	row3012_col1	row3012_col2	3887
3013	row3013_col1	row3013_col2	2234
3014	row3014_col1	row3014_col2	3161
3015	row3015_col1	row3015_col2	6667
3016	row3016_col1	row3016_col2	598
3017	row3017_col1	row3017_col2	1030
3018	row3018_col1	row3018_col2	3187
3019	row3019_col1	row3019_col2	1933
3020	row3020_col1	row3020_col2	8418
3021	row3021_col1	row3021_col2	2677
3022	row3022_col1	row3022_col2	663
3023	row3023_col1	row3023_col2	6868
3024	row3024_col1	row3024_col2	4408
3025	row3025_col1	row3025_col2	2626
3026	row3026_col1	row3026_col2	9486
3027	row3027_col1	row3027_col2	4905
3028	row3028_col1	row3028_col2	9744
3029	row3029_col1	row3029_col2	1732
3030	row3030_col1	row3030_col2	7815
3031	row3031_col1	row3031_col2	352
3032	row3032_col1	row3032_col2	9682
3033	row3033_col1	row3033_col2	3323
3034	row3034_col1	row3034_col2	7835
3035	row3035_col1	row3035_col2	3911
3036	row3036_col1	row3036_col2	9318
3037	row3037_col1	row3037_col2	1372
3038	row3038_col1	row3038_col2	2456
3039	row3039_col1	row3039_col2	807
3040	row3040_col1	row3040_col2	6446
3041	row3041_col1	row3041_col2	6641
3042	row3042_col1	row3042_col2	2183
3043	row3043_col1	row3043_col2	8391
3044	row3044_col1	row3044_col2	9534
3045	row3045_col1	row3045_col2	8881
3046	row3046_col1	row3046_col2	1695
3047	row3047_col1	row3047_col2	7517
3048	row3048_col1	row3048_col2	975
3049	row3049_col1	row3049_col2	8630
3050	row3050_col1	row3050_col2	2404
3051	row3051_col1	row3051_col2	5521
3052	row3052_col1	row3052_col2	4885
3053	row3053_col1	row3053_col2	7182
3054	row3054_col1	row3054_col2	8662
3055	row3055_col1	row3055_col2	1897
3056	row3056_col1	row3056_col2	4488
3057	row3057_col1	row3057_col2	3007
3058	row3058_col1	row3058_col2	5986
3059	row3059_col1	row3059_col2	2383
3060	row3060_col1	row3060_col2	6105
3061	row3061_col1	row3061_col2	7018
3062	row3062_col1	row3062_col2	5153
3063	row3063_col1	row3063_col2	8715
3064	row3064_col1	row3064_col2	9275
3065	row3065_col1	row3065_col2	874
3066	row3066_col1	row3066_col2	8957
3067	row3067_col1	row3067_col2	5138
3068	row3068_col1	row3068_col2	6114
3069	row3069_col1	row3069_col2	4947
3070	row3070_col1	row3070_col2	4288
3071	row3071_col1	row3071_col2	1974
3072	row3072_col1	row3072_col2	7209
3073	row3073_col1	row3073_col2	6368
3074	row3074_col1	row3074_col2	4012
3075	row3075_col1	row3075_col2	8890
3076	row3076_col1	row3076_col2	4222
3077	row3077_col1	row3077_col2	5657
3078	row3078_col1	row3078_col2	1364
3079	row3079_col1	row3079_col2	1833
3080	row3080_col1	row3080_col2	2083
3081	row3081_col1	row3081_col2	2439
3082	row3082_col1	row3082_col2	551
3083	row3083_col1	row3083_col2	5172
3084	row3084_col1	row3084_col2	6820
3085	row3085_col1	row3085_col2	7360
3086	row3086_col1	row3086_col2	5904
3087	row3087_col1	row3087_col2	3494
3088	row3088_col1	row3088_col2	7269
3089	row3089_col1	row3089_col2	7264
3090	row3090_col1	row3090_col2	9542
3091	row3091_col1	row3091_col2	1025
3092	row3092_col1	row3092_col2	6430
3093	row3093_col1	row3093_col2	8461
3094	row3094_col1	row3094_col2	9775
3095	row3095_col1	row3095_col2	9445
3096	row3096_col1	row3096_col2	2187
3097	row3097_col1	row3097_col2	1875
3098	row3098_col1	row3098_col2	3952
3099	row3099_col1	row3099_col2	8173
3100	row3100_col1	row3100_col2	4025
3101	row3101_col1	row3101_col2	338
3102	row3102_col1	row3102_col2	1960
3103	row3103_col1	row3103_col2	1321
3104	row3104_col1	row3104_col2	1015
3105	row3105_col1	row3105_col2	6149
3106	row3106_col1	row3106_col2	8552
3107	row3107_col1	row3107_col2	7479
3108	row3108_col1	row3108_col2	7821
3109	row3109_col1	row3109_col2	2602
3110	row3110_col1	row3110_col2	5559
3111	row3111_col1	row3111_col2	2851
3112	row3112_col1	row3112_col2	8845
3113	row3113_col1	row3113_col2	293
3114	row3114_col1	row3114_col2	116
3115	row3115_col1	row3115_col2	8569
3116	row3116_col1	row3116_col2	3483
3117	row3117_col1	row3117_col2	2463
3118	row3118_col1	row3118_col2	2111
3119	row3119_col1	row3119_col2	3026
3120	row3120_col1	row3120_col2	2376
3121	row3121_col1	row3121_col2	4185
3122	row3122_col1	row3122_col2	1299
3123	row3123_col1	row3123_col2	1074
3124	row3124_col1	row3124_col2	9398
3125	row3125_col1	row3125_col2	8292
3126	row3126_col1	row3126_col2	5408
3127	row3127_col1	row3127_col2	4726
3128	row3128_col1	row3128_col2	5150
3129	row3129_col1	row3129_col2	1873
3130	row3130_col1	row3130_col2	1699
3131	row3131_col1	row3131_col2	9809
3132	row3132_col1	row3132_col2	8943
3133	row3133_col1	row3133_col2	5686
3134	row3134_col1	row3134_col2	7220
3135	row3135_col1	row3135_col2	7708
3136	row3136_col1	row3136_col2	5137
3137	row3137_col1	row3137_col2	9324
3138	row3138_col1	row3138_col2	9545
3139	row3139_col1	row3139_col2	6846
3140	row3140_col1	row3140_col2	15
3141	row3141_col1	row3141_col2	6535
3142	row3142_col1	row3142_col2	5980
3143	row3143_col1	row3143_col2	2218
3144	row3144_col1	row3144_col2	7951
3145	row3145_col1	row3145_col2	9782
3146	row3146_col1	row3146_col2	5050
3147	row3147_col1	row3147_col2	2181
3148	row3148_col1	row3148_col2	8203
3149	row3149_col1	row3149_col2	2367
3150	row3150_col1	row3150_col2	6721
3151	row3151_col1	row3151_col2	8909
3152	row3152_col1	row3152_col2	7529
3153	row3153_col1	row3153_col2	7973
3154	row3154_col1	row3154_col2	5483
3155	row3155_col1	row3155_col2	4680
3156	row3156_col1	row3156_col2	9328
3157	row3157_col1	row3157_col2	3727
3158	row3158_col1	row3158_col2	5121
3159	row3159_col1	row3159_col2	2855
3160	row3160_col1	row3160_col2	3231
3161	row3161_col1	row3161_col2	4082
3162	row3162_col1	row3162_col2	3823
3163	row3163_col1	row3163_col2	406
3164	row3164_col1	row3164_col2	416
3165	row3165_col1	row3165_col2	6976
3166	row3166_col1	row3166_col2	4854
3167	row3167_col1	row3167_col2	2187
3168	row3168_col1	row3168_col2	9263
3169	row3169_col1	row3169_col2	5874
3170	row3170_col1	row3170_col2	5000
3171	row3171_col1	row3171_col2	2759
3172	row3172_col1	row3172_col2	6254
3173	row3173_col1	row3173_col2	8099
3174	row3174_col1	row3174_col2	2994
3175	row3175_col1	row3175_col2	6560
3176	row3176_col1	row3176_col2	1799
3177	row3177_col1	row3177_col2	771
3178	row3178_col1	row3178_col2	8895
3179	row3179_col1	row3179_col2	2998
3180	row3180_col1	row3180_col2	7199
3181	row3181_col1	row3181_col2	1566
3182	row3182_col1	row3182_col2	9538
3183	row3183_col1	row3183_col2	7761
3184	row3184_col1	row3184_col2	4540
3185	row3185_col1	row3185_col2	7622
3186	row3186_col1	row3186_col2	374
3187	row3187_col1	row3187_col2	2473
3188	row3188_col1	row3188_col2	5655
3189	row3189_col1	row3189_col2	3183
3190	row3190_col1	row3190_col2	6643
3191	row3191_col1	row3191_col2	9782
3192	row3192_col1	row3192_col2	923
3193	row3193_col1	row3193_col2	7020
3194	row3194_col1	row3194_col2	5506
3195	row3195_col1	row3195_col2	2303
3196	row3196_col1	row3196_col2	2515
3197	row3197_col1	row3197_col2	7379
3198	row3198_col1	row3198_col2	2901
3199	row3199_col1	row3199_col2	6176
3200	row3200_col1	row3200_col2	1108
3201	row3201_col1	row3201_col2	8
3202	row3202_col1	row3202_col2	8651
3203	row3203_col1	row3203_col2	2146
3204	row3204_col1	row3204_col2	9411
3205	row3205_col1	row3205_col2	16
3206	row3206_col1	row3206_col2	2079
3207	row3207_col1	row3207_col2	5874
3208	row3208_col1	row3208_col2	4468
3209	row3209_col1	row3209_col2	1715
3210	row3210_col1	row3210_col2	7853
3211	row3211_col1	row3211_col2	9083
3212	row3212_col1	row3212_col2	4779
3213	row3213_col1	row3213_col2	5440
3214	row3214_col1	row3214_col2	2052
3215	row3215_col1	row3215_col2	388
3216	row3216_col1	row3216_col2	9956
3217	row3217_col1	row3217_col2	8397
3218	row3218_col1	row3218_col2	3734
3219	row3219_col1	row3219_col2	9722
3220	row3220_col1	row3220_col2	8564
3221	row3221_col1	row3221_col2	5846
3222	row3222_col1	row3222_col2	1581
3223	row3223_col1	row3223_col2	5129
3224	row3224_col1	row3224_col2	972
3225	row3225_col1	row3225_col2	2260
3226	row3226_col1	row3226_col2	5560
3227	row3227_col1	row3227_col2	2707
3228	row3228_col1	row3228_col2	3156
3229	row3229_col1	row3229_col2	1565
3230	row3230_col1	row3230_col2	8398
3231	row3231_col1	row3231_col2	8117
3232	row3232_col1	row3232_col2	1548
3233	row3233_col1	row3233_col2	6734
3234	row3234_col1	row3234_col2	7744
3235	row3235_col1	row3235_col2	6274
3236	row3236_col1	row3236_col2	211
3237	row3237_col1	row3237_col2	7722
3238	row3238_col1	row3238_col2	7324
3239	row3239_col1	row3239_col2	9872
3240	row3240_col1	row3240_col2	8852
3241	row3241_col1	row3241_col2	4998
3242	row3242_col1	row3242_col2	5167
3243	row3243_col1	row3243_col2	2127
3244	row3244_col1	row3244_col2	5272
3245	row3245_col1	row3245_col2	1032
3246	row3246_col1	row3246_col2	2370
3247	row3247_col1	row3247_col2	9617
3248	row3248_col1	row3248_col2	4342
3249	row3249_col1	row3249_col2	8921
3250	row3250_col1	row3250_col2	1987
3251	row3251_col1	row3251_col2	2787
3252	row3252_col1	row3252_col2	320
3253	row3253_col1	row3253_col2	7610
3254	row3254_col1	row3254_col2	8515
3255	row3255_col1	row3255_col2	4143
3256	row3256_col1	row3256_col2	2411
3257	row3257_col1	row3257_col2	4832
3258	row3258_col1	row3258_col2	6287
3259	row3259_col1	row3259_col2	4012
3260	row3260_col1	row3260_col2	635
3261	row3261_col1	row3261_col2	4741
3262	row3262_col1	row3262_col2	774
3263	row3263_col1	row3263_col2	7053
3264	row3264_col1	row3264_col2	9244
3265	row3265_col1	row3265_col2	2094
3266	row3266_col1	row3266_col2	6913
3267	row3267_col1	row3267_col2	1452
3268	row3268_col1	row3268_col2	7550
3269	row3269_col1	row3269_col2	2554
3270	row3270_col1	row3270_col2	3998
3271	row3271_col1	row3271_col2	4301
3272	row3272_col1	row3272_col2	1788
3273	row3273_col1	row3273_col2	7131
3274	row3274_col1	row3274_col2	1566
3275	row3275_col1	row3275_col2	5227
3276	row3276_col1	row3276_col2	6814
3277	row3277_col1	row3277_col2	3441
3278	row3278_col1	row3278_col2	7426
3279	row3279_col1	row3279_col2	6854
3280	row3280_col1	row3280_col2	3226
3281	row3281_col1	row3281_col2	8617
3282	row3282_col1	row3282_col2	2969
3283	row3283_col1	row3283_col2	7538
3284	row3284_col1	row3284_col2	2461
3285	row3285_col1	row3285_col2	9214
3286	row3286_col1	row3286_col2	5561
3287	row3287_col1	row3287_col2	9073
3288	row3288_col1	row3288_col2	8811
3289	row3289_col1	row3289_col2	7360
3290	row3290_col1	row3290_col2	1724
3291	row3291_col1	row3291_col2	415
3292	row3292_col1	row3292_col2	5742
3293	row3293_col1	row3293_col2	2054
3294	row3294_col1	row3294_col2	3777
3295	row3295_col1	row3295_col2	6734
3296	row3296_col1	row3296_col2	5510
3297	row3297_col1	row3297_col2	214
3298	row3298_col1	row3298_col2	5672
3299	row3299_col1	row3299_col2	531
3300	row3300_col1	row3300_col2	6371
3301	row3301_col1	row3301_col2	6788
3302	row3302_col1	row3302_col2	8271
3303	row3303_col1	row3303_col2	607
3304	row3304_col1	row3304_col2	9397
3305	row3305_col1	row3305_col2	8626
3306	row3306_col1	row3306_col2	9199
3307	row3307_col1	row3307_col2	59
3308	row3308_col1	row3308_col2	2277
3309	row3309_col1	row3309_col2	5346
3310	row3310_col1	row3310_col2	6087
3311	row3311_col1	row3311_col2	7428
3312	row3312_col1	row3312_col2	386
3313	row3313_col1	row3313_col2	1663
3314	row3314_col1	row3314_col2	9595
3315	row3315_col1	row3315_col2	9
3316	row3316_col1	row3316_col2	450
3317	row3317_col1	row3317_col2	3263
3318	row3318_col1	row3318_col2	6933
3319	row3319_col1	row3319_col2	5932
3320	row3320_col1	row3320_col2	3284
3321	row3321_col1	row3321_col2	930
3322	row3322_col1	row3322_col2	4437
3323	row3323_col1	row3323_col2	296
3324	row3324_col1	row3324_col2	442
3325	row3325_col1	row3325_col2	9876
3326	row3326_col1	row3326_col2	8104
3327	row3327_col1	row3327_col2	7043
3328	row3328_col1	row3328_col2	3809
3329	row3329_col1	row3329_col2	5617
3330	row3330_col1	row3330_col2	4035
3331	row3331_col1	row3331_col2	3575
3332	row3332_col1	row3332_col2	6382
3333	row3333_col1	row3333_col2	188
3334	row3334_col1	row3334_col2	9588
3335	row3335_col1	row3335_col2	6747
3336	row3336_col1	row3336_col2	8081
3337	row3337_col1	row3337_col2	9215
3338	row3338_col1	row3338_col2	8611
3339	row3339_col1	row3339_col2	7344
3340	row3340_col1	row3340_col2	9775
3341	row3341_col1	row3341_col2	1947
3342	row3342_col1	row3342_col2	4486
3343	row3343_col1	row3343_col2	7516
3344	row3344_col1	row3344_col2	1824
3345	row3345_col1	row3345_col2	7730
3346	row3346_col1	row3346_col2	4002
3347	row3347_col1	row3347_col2	5209
3348	row3348_col1	row3348_col2	4498
3349	row3349_col1	row3349_col2	8142
3350	row3350_col1	row3350_col2	3823
3351	row3351_col1	row3351_col2	8096
3352	row3352_col1	row3352_col2	24
3353	row3353_col1	row3353_col2	4418
3354	row3354_col1	row3354_col2	2067
3355	row3355_col1	row3355_col2	9418
3356	row3356_col1	row3356_col2	1819
3357	row3357_col1	row3357_col2	7157
3358	row3358_col1	row3358_col2	7583
3359	row3359_col1	row3359_col2	7039
3360	row3360_col1	row3360_col2	5193
3361	row3361_col1	row3361_col2	9044
3362	row3362_col1	row3362_col2	9516
3363	row3363_col1	row3363_col2	5256
3364	row3364_col1	row3364_col2	6809
3365	row3365_col1	row3365_col2	9933
3366	row3366_col1	row3366_col2	8103
3367	row3367_col1	row3367_col2	5110
3368	row3368_col1	row3368_col2	9173
3369	row3369_col1	row3369_col2	9945
3370	row3370_col1	row3370_col2	8871
3371	row3371_col1	row3371_col2	9636
3372	row3372_col1	row3372_col2	6732
3373	row3373_col1	row3373_col2	8249
3374	row3374_col1	row3374_col2	196
3375	row3375_col1	row3375_col2	3726
3376	row3376_col1	row3376_col2	2596
3377	row3377_col1	row3377_col2	387
3378	row3378_col1	row3378_col2	2099
3379	row3379_col1	row3379_col2	5923
3380	row3380_col1	row3380_col2	6493
3381	row3381_col1	row3381_col2	2548
3382	row3382_col1	row3382_col2	9871
3383	row3383_col1	row3383_col2	7380
3384	row3384_col1	row3384_col2	9488
3385	row3385_col1	row3385_col2	2785
3386	row3386_col1	row3386_col2	883
3387	row3387_col1	row3387_col2	1758
3388	row3388_col1	row3388_col2	8556
3389	row3389_col1	row3389_col2	8592
3390	row3390_col1	row3390_col2	1901
3391	row3391_col1	row3391_col2	3020
3392	row3392_col1	row3392_col2	1075
3393	row3393_col1	row3393_col2	8177
3394	row3394_col1	row3394_col2	4678
3395	row3395_col1	row3395_col2	3934
3396	row3396_col1	row3396_col2	7523
3397	row3397_col1	row3397_col2	6046
3398	row3398_col1	row3398_col2	6452
3399	row3399_col1	row3399_col2	2461
3400	row3400_col1	row3400_col2	8457
3401	row3401_col1	row3401_col2	670
3402	row3402_col1	row3402_col2	5893
3403	row3403_col1	row3403_col2	5563
3404	row3404_col1	row3404_col2	6025
3405	row3405_col1	row3405_col2	7512
3406	row3406_col1	row3406_col2	7354
3407	row3407_col1	row3407_col2	5959
3408	row3408_col1	row3408_col2	9780
3409	row3409_col1	row3409_col2	5685
3410	row3410_col1	row3410_col2	3958
3411	row3411_col1	row3411_col2	4143
3412	row3412_col1	row3412_col2	3569
3413	row3413_col1	row3413_col2	9310
3414	row3414_col1	row3414_col2	8840
3415	row3415_col1	row3415_col2	5154
3416	row3416_col1	row3416_col2	5600
3417	row3417_col1	row3417_col2	1266
3418	row3418_col1	row3418_col2	3882
3419	row3419_col1	row3419_col2	6471
3420	row3420_col1	row3420_col2	6608
3421	row3421_col1	row3421_col2	252
3422	row3422_col1	row3422_col2	4568
3423	row3423_col1	row3423_col2	2107
3424	row3424_col1	row3424_col2	7169
3425	row3425_col1	row3425_col2	8580
3426	row3426_col1	row3426_col2	4531
3427	row3427_col1	row3427_col2	4618
3428	row3428_col1	row3428_col2	7204
3429	row3429_col1	row3429_col2	9548
3430	row3430_col1	row3430_col2	1122
3431	row3431_col1	row3431_col2	9597
3432	row3432_col1	row3432_col2	2078
3433	row3433_col1	row3433_col2	6742
3434	row3434_col1	row3434_col2	7510
3435	row3435_col1	row3435_col2	8701
3436	row3436_col1	row3436_col2	8790
3437	row3437_col1	row3437_col2	6327
3438	row3438_col1	row3438_col2	6887
3439	row3439_col1	row3439_col2	6526
3440	row3440_col1	row3440_col2	2076
3441	row3441_col1	row3441_col2	9567
3442	row3442_col1	row3442_col2	4366
3443	row3443_col1	row3443_col2	4585
3444	row3444_col1	row3444_col2	1170
3445	row3445_col1	row3445_col2	8459
3446	row3446_col1	row3446_col2	1285
3447	row3447_col1	row3447_col2	3300
3448	row3448_col1	row3448_col2	7492
3449	row3449_col1	row3449_col2	7360
3450	row3450_col1	row3450_col2	2449
3451	row3451_col1	row3451_col2	9284
3452	row3452_col1	row3452_col2	5167
3453	row3453_col1	row3453_col2	115
3454	row3454_col1	row3454_col2	8936
3455	row3455_col1	row3455_col2	6222
3456	row3456_col1	row3456_col2	5457
3457	row3457_col1	row3457_col2	1441
3458	row3458_col1	row3458_col2	348
3459	row3459_col1	row3459_col2	4589
3460	row3460_col1	row3460_col2	4905
3461	row3461_col1	row3461_col2	301
3462	row3462_col1	row3462_col2	3478
3463	row3463_col1	row3463_col2	7503
3464	row3464_col1	row3464_col2	2827
3465	row3465_col1	row3465_col2	4444
3466	row3466_col1	row3466_col2	7649
3467	row3467_col1	row3467_col2	9111
3468	row3468_col1	row3468_col2	2178
3469	row3469_col1	row3469_col2	3270
3470	row3470_col1	row3470_col2	3275
3471	row3471_col1	row3471_col2	1531
3472	row3472_col1	row3472_col2	4189
3473	row3473_col1	row3473_col2	8825
3474	row3474_col1	row3474_col2	1401
3475	row3475_col1	row3475_col2	5118
3476	row3476_col1	row3476_col2	8805
3477	row3477_col1	row3477_col2	6400
3478	row3478_col1	row3478_col2	2186
3479	row3479_col1	row3479_col2	4729
3480	row3480_col1	row3480_col2	4829
3481	row3481_col1	row3481_col2	7931
3482	row3482_col1	row3482_col2	3256
3483	row3483_col1	row3483_col2	8449
3484	row3484_col1	row3484_col2	6359
3485	row3485_col1	row3485_col2	1296
3486	row3486_col1	row3486_col2	1012
3487	row3487_col1	row3487_col2	4971
3488	row3488_col1	row3488_col2	9264
3489	row3489_col1	row3489_col2	8419
3490	row3490_col1	row3490_col2	1586
3491	row3491_col1	row3491_col2	4686
3492	row3492_col1	row3492_col2	1420
3493	row3493_col1	row3493_col2	5305
3494	row3494_col1	row3494_col2	6004
3495	row3495_col1	row3495_col2	6758
3496	row3496_col1	row3496_col2	5995
3497	row3497_col1	row3497_col2	4351
3498	row3498_col1	row3498_col2	6819
3499	row3499_col1	row3499_col2	522
3500	row3500_col1	row3500_col2	6478
3501	row3501_col1	row3501_col2	7757
3502	row3502_col1	row3502_col2	4394
3503	row3503_col1	row3503_col2	1111
3504	row3504_col1	row3504_col2	1019
3505	row3505_col1	row3505_col2	1538
3506	row3506_col1	row3506_col2	7464
3507	row3507_col1	row3507_col2	6584
3508	row3508_col1	row3508_col2	7153
3509	row3509_col1	row3509_col2	4266
3510	row3510_col1	row3510_col2	9108
3511	row3511_col1	row3511_col2	2647
3512	row3512_col1	row3512_col2	1197
3513	row3513_col1	row3513_col2	874
3514	row3514_col1	row3514_col2	5173
3515	row3515_col1	row3515_col2	5192
3516	row3516_col1	row3516_col2	2031
3517	row3517_col1	row3517_col2	4023
3518	row3518_col1	row3518_col2	3744
3519	row3519_col1	row3519_col2	6814
3520	row3520_col1	row3520_col2	2348
3521	row3521_col1	row3521_col2	2710
3522	row3522_col1	row3522_col2	9287
3523	row3523_col1	row3523_col2	1929
3524	row3524_col1	row3524_col2	6485
3525	row3525_col1	row3525_col2	1099
3526	row3526_col1	row3526_col2	6770
3527	row3527_col1	row3527_col2	8525
3528	row3528_col1	row3528_col2	5060
3529	row3529_col1	row3529_col2	8849
3530	row3530_col1	row3530_col2	6685
3531	row3531_col1	row3531_col2	9574
3532	row3532_col1	row3532_col2	3108
3533	row3533_col1	row3533_col2	8004
3534	row3534_col1	row3534_col2	5654
3535	row3535_col1	row3535_col2	8839
3536	row3536_col1	row3536_col2	9160
3537	row3537_col1	row3537_col2	5378
3538	row3538_col1	row3538_col2	4046
3539	row3539_col1	row3539_col2	5151
3540	row3540_col1	row3540_col2	1495
3541	row3541_col1	row3541_col2	6946
3542	row3542_col1	row3542_col2	2357
3543	row3543_col1	row3543_col2	7579
3544	row3544_col1	row3544_col2	1735
3545	row3545_col1	row3545_col2	6691
3546	row3546_col1	row3546_col2	2588
3547	row3547_col1	row3547_col2	5823
3548	row3548_col1	row3548_col2	966
3549	row3549_col1	row3549_col2	8101
3550	row3550_col1	row3550_col2	376
3551	row3551_col1	row3551_col2	4660
3552	row3552_col1	row3552_col2	3095
3553	row3553_col1	row3553_col2	6345
3554	row3554_col1	row3554_col2	4902
3555	row3555_col1	row3555_col2	3390
3556	row3556_col1	row3556_col2	1658
3557	row3557_col1	row3557_col2	4167
3558	row3558_col1	row3558_col2	4602
3559	row3559_col1	row3559_col2	5474
3560	row3560_col1	row3560_col2	7236
3561	row3561_col1	row3561_col2	895
3562	row3562_col1	row3562_col2	2343
3563	row3563_col1	row3563_col2	762
3564	row3564_col1	row3564_col2	5600
3565	row3565_col1	row3565_col2	6550
3566	row3566_col1	row3566_col2	9437
3567	row3567_col1	row3567_col2	1271
3568	row3568_col1	row3568_col2	9240
3569	row3569_col1	row3569_col2	1235
3570	row3570_col1	row3570_col2	258
3571	row3571_col1	row3571_col2	4600
3572	row3572_col1	row3572_col2	3017
3573	row3573_col1	row3573_col2	5517
3574	row3574_col1	row3574_col2	8473
3575	row3575_col1	row3575_col2	2995
3576	row3576_col1	row3576_col2	7451
3577	row3577_col1	row3577_col2	5373
3578	row3578_col1	row3578_col2	9548
3579	row3579_col1	row3579_col2	4601
3580	row3580_col1	row3580_col2	7623
3581	row3581_col1	row3581_col2	7735
3582	row3582_col1	row3582_col2	4941
3583	row3583_col1	row3583_col2	9634
3584	row3584_col1	row3584_col2	7079
3585	row3585_col1	row3585_col2	2775
3586	row3586_col1	row3586_col2	5732
3587	row3587_col1	row3587_col2	4736
3588	row3588_col1	row3588_col2	4049
3589	row3589_col1	row3589_col2	8622
3590	row3590_col1	row3590_col2	2122
3591	row3591_col1	row3591_col2	7528
3592	row3592_col1	row3592_col2	5188
3593	row3593_col1	row3593_col2	3031
3594	row3594_col1	row3594_col2	2633
3595	row3595_col1	row3595_col2	5052
3596	row3596_col1	row3596_col2	6785
3597	row3597_col1	row3597_col2	1448
3598	row3598_col1	row3598_col2	3709
3599	row3599_col1	row3599_col2	5498
3600	row3600_col1	row3600_col2	6356
3601	row3601_col1	row3601_col2	3090
3602	row3602_col1	row3602_col2	466
3603	row3603_col1	row3603_col2	6377
3604	row3604_col1	row3604_col2	4641
3605	row3605_col1	row3605_col2	6760
3606	row3606_col1	row3606_col2	4010
3607	row3607_col1	row3607_col2	2168
3608	row3608_col1	row3608_col2	4793
3609	row3609_col1	row3609_col2	3386
3610	row3610_col1	row3610_col2	2317
3611	row3611_col1	row3611_col2	1516
3612	row3612_col1	row3612_col2	3143
3613	row3613_col1	row3613_col2	2369
3614	row3614_col1	row3614_col2	6106
3615	row3615_col1	row3615_col2	6205
3616	row3616_col1	row3616_col2	7042
3617	row3617_col1	row3617_col2	2751
3618	row3618_col1	row3618_col2	5201
3619	row3619_col1	row3619_col2	1602
3620	row3620_col1	row3620_col2	4281
3621	row3621_col1	row3621_col2	1922
3622	row3622_col1	row3622_col2	6132
3623	row3623_col1	row3623_col2	5374
3624	row3624_col1	row3624_col2	943
3625	row3625_col1	row3625_col2	9352
3626	row3626_col1	row3626_col2	1272
3627	row3627_col1	row3627_col2	9364
3628	row3628_col1	row3628_col2	3455
3629	row3629_col1	row3629_col2	7276
3630	row3630_col1	row3630_col2	3862
3631	row3631_col1	row3631_col2	4684
3632	row3632_col1	row3632_col2	2931
3633	row3633_col1	row3633_col2	1350
3634	row3634_col1	row3634_col2	7494
3635	row3635_col1	row3635_col2	5918
3636	row3636_col1	row3636_col2	7204
3637	row3637_col1	row3637_col2	9463
3638	row3638_col1	row3638_col2	2016
3639	row3639_col1	row3639_col2	531
3640	row3640_col1	row3640_col2	7134
3641	row3641_col1	row3641_col2	6132
3642	row3642_col1	row3642_col2	1582
3643	row3643_col1	row3643_col2	4110
3644	row3644_col1	row3644_col2	5681
3645	row3645_col1	row3645_col2	6280
3646	row3646_col1	row3646_col2	6193
3647	row3647_col1	row3647_col2	2402
3648	row3648_col1	row3648_col2	4224
3649	row3649_col1	row3649_col2	3367
3650	row3650_col1	row3650_col2	8721
3651	row3651_col1	row3651_col2	9638
3652	row3652_col1	row3652_col2	1270
3653	row3653_col1	row3653_col2	9951
3654	row3654_col1	row3654_col2	8709
3655	row3655_col1	row3655_col2	7502
3656	row3656_col1	row3656_col2	1743
3657	row3657_col1	row3657_col2	8155
3658	row3658_col1	row3658_col2	3823
3659	row3659_col1	row3659_col2	3991
3660	row3660_col1	row3660_col2	8143
3661	row3661_col1	row3661_col2	8842
3662	row3662_col1	row3662_col2	609
3663	row3663_col1	row3663_col2	5581
